date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
20051114,11.35,11.16,11.08,11.27,12.18,12.94,14.11,14.65,15.13,66.31,49.88,12.53,1.95,24.24,12.53,-0.34,-0.47,0.13,0.85,1.42,2.07,3.51,2.81,-2.29,-1.44,-0.45,-0.55,-0.25,0.16,0.8,10.97,2.35,90.91,26.67,26.67,561.21,-9.89,28.4,571.1,66.67,37.5,143.51,-23.36,-51.04,37.5,-123.17,0.2,0.34,0.36,0.48,24.72,108.1,6.57,-3.87,-40.67,-59.56,0.4,-46.74,-0.15,0.38,90.91,0.14,0.78,2.82,7804,11.12,10.97,11.04,12.27,4659817,0,72.42,687.58,0.01,-0.01,70.83,0.92,-1.28,166985.88,-616386.82,-0.34,-27.66
20051115,11.05,11.12,11.07,11.25,12.15,12.91,14.09,14.63,15.1,48.4,43.39,32.53,12.14,52.53,32.53,-0.32,-0.44,0.12,0.85,1.42,-1.25,0.59,0.45,-1.11,-1.84,-0.85,-0.55,0.1,0.2,0.2,10.99,1.2,63.64,18.67,18.67,561.55,-9.87,27.46,571.42,66.67,37.5,69.11,-37.81,-63.07,7.14,-124.02,0.35,0.35,0.34,0.27,24.65,103.27,6.25,-2.31,-31.33,-56.14,0.4,-47.04,-0.03,0.56,63.64,0.12,0.3,10.48,6585,11.19,10.99,11,12.23,4653232,-4703.57,80.33,595.93,-0.09,-0.01,72.95,0.95,-0.88,166811.83,-622031.1,0.07,-35.15
20051116,11.1,11.12,11.08,11.24,12.11,12.88,14.06,14.6,15.08,51.04,44.7,39.24,21.18,45.96,39.24,-0.29,-0.41,0.11,0.85,1.42,-0.8,0.86,1.05,0.07,-1.67,-0.5,0.15,0.2,0.18,0.2,11.01,0.7,68.18,23.08,20,561.9,-9.82,26.59,571.72,66.67,41.67,61.93,-33.8,-60.23,58.33,-123.86,0.3,0.32,0.33,0.39,24.56,100,5.21,-1.15,-23.88,-52.69,0.41,-46.94,0.04,0.52,68.18,0.12,0.45,10.48,5543,11.19,11.01,10.99,12.2,4658775,-1847.67,80.14,499.37,-0.01,0,78.99,0.92,-1.28,166836.91,-621107.27,-0.62,-42.98
20051117,10.95,11.06,11.06,11.21,12.07,12.85,14.03,14.58,15.06,43.09,41.55,41.34,27.9,43.43,41.34,-0.28,-0.38,0.1,0.85,1.42,-1.79,-0.54,-0.11,1.04,-1.25,0,0.05,0.4,0.14,0.05,11.01,0.55,54.55,21.43,16,562.24,-9.79,26.02,572.03,58.33,41.67,17.28,-42.81,-65.25,25,-124.36,0.3,0.31,0.33,0.21,24.55,98.21,0.92,-0.83,-19.08,-49.52,0.41,-47.19,0.1,0.43,54.55,0.11,0.15,15.86,5322,11.15,11.01,10.96,12.16,4653453,-3548,81.39,486.03,-0.06,0,65.57,0.95,-0.89,166764.99,-623768.27,-0.59,-41.85
20051118,11.2,11.11,11.08,11.21,12.05,12.82,14.01,14.56,15.04,56.61,48.18,25.97,27.26,10.61,25.97,-0.25,-0.36,0.1,0.85,1.42,0.63,1.45,2.24,0.68,-0.82,0.3,0.65,-0.15,0.09,0.3,11.04,0.75,77.27,30.36,22.67,562.6,-9.74,24.98,572.34,58.33,45.83,69.35,-14.93,-50.4,66.67,-124.02,0.3,0.3,0.34,0.41,24.58,99.12,2.75,-0.28,-14.17,-46.15,0.42,-46.94,0.17,0.31,77.27,0.11,0.7,5.32,18303,11.13,11.04,10.96,12.13,4671756,0,99.31,1634.2,0.02,0,68.92,0.95,-1.28,167182.87,-617667.27,0.85,81.45
20051121,11,11.07,11.07,11.19,12.01,12.79,13.99,14.53,15.02,46.1,43.84,25.4,26.64,24.84,25.4,-0.24,-0.33,0.09,0.85,1.42,-0.54,-0.81,0.62,0.52,0.27,0.45,-0.35,0.1,-0.03,0.5,11.09,1.45,59.09,25.49,17.33,562.93,-9.73,24.4,572.66,58.33,45.83,21.62,-25.11,-55.95,27.78,-124.47,0.45,0.33,0.33,0.11,24.57,96.92,0.92,-0.1,-11.04,-43.04,0.41,-47.29,0.31,0.25,47.06,0.1,0.36,14.01,7416,11.06,11.09,10.93,12.1,4664340,-4120,101.88,674.18,-0.05,-0.01,51.56,0.95,-0.91,167050.44,-620963.27,-0.33,-25.41
20051122,10.85,11,11.03,11.16,11.97,12.76,13.96,14.51,14.99,39.5,40.83,12.7,21.99,0,12.7,-0.24,-0.31,0.07,0.85,1.42,-1.54,-2.3,-0.5,0.07,0.75,-0.5,-0.05,0.1,-0.08,0.15,11.11,0.85,45.45,20.41,13.33,563.26,-9.73,23.99,572.99,58.33,45.83,-37.24,-44.53,-63.59,20,-125.07,0.25,0.32,0.33,-0.12,24.47,98.19,-0.46,-0.15,-10.16,-40.43,0.41,-47.54,0.4,0.24,0,0.09,0.32,16.84,6606,11.02,11.11,10.91,12.08,4657734,-6606,105.94,608.85,-0.06,-0.02,37.06,0.95,-1.29,166960.36,-624926.87,-0.26,-30.59
20051123,10.95,10.98,11.01,11.14,11.94,12.73,13.94,14.48,14.97,45.72,43.65,4.68,16.22,-3.33,4.68,-0.23,-0.3,0.07,0.85,1.42,-0.36,-1.26,0.3,0.68,0.9,0.05,0.2,0.25,-0.1,-0.15,11.09,-0.55,54.55,26.09,16,563.57,-9.73,23.62,573.3,66.67,50,-35.83,-39.28,-61.16,66.67,-124.74,0.15,0.31,0.33,-0.04,24.26,98.65,4.29,0.53,-9.71,-38.01,0.41,-47.44,0.34,0.17,16.67,0.09,0.49,16.84,4357,10.99,11.09,10.92,12.06,4662091,1452.33,118.61,397.9,-0.02,-0.02,38.87,0.95,-0.9,167000.51,-623474.53,-0.51,-49.82
20051124,11.05,11,11.02,11.13,11.91,12.7,13.91,14.46,14.95,51.68,46.42,-5.99,8.82,-16.67,-5.99,-0.21,-0.28,0.07,0.85,1.42,0.36,-0.27,1.03,0.46,0.63,0.3,0.35,-0.05,-0.07,-0.1,11.08,-0.6,63.64,35.9,18.67,563.9,-9.72,22.31,573.62,66.67,54.17,11.69,-1.93,-50.04,64.29,-124.45,0.35,0.31,0.33,0.04,24.14,100.91,3.27,0.95,-8.72,-35.56,0.43,-47.29,0.28,0.14,33.33,0.09,0.65,2.88,10509,11.01,11.08,10.94,12.04,4672600,-1501.29,139.82,951.04,0.05,-0.01,55.21,0.96,-1.29,167096.49,-620471.96,-0.03,24.42
20051125,10.95,10.99,11.01,11.11,11.88,12.67,13.89,14.44,14.93,45.66,44.06,-5.5,4.05,-5,-5.5,-0.2,-0.26,0.06,0.85,1.42,-0.09,-0.86,-0.14,0.15,0.77,0.25,-0.15,-0.1,-0.08,-0.35,11.04,-1.25,54.55,40,16,564.24,-9.69,21.1,573.93,58.33,50,-22.93,-6.6,-51.66,16.67,-125.12,0.3,0.31,0.32,-0.06,24.07,97.77,-1.35,0.6,-8.21,-33.32,0.43,-47.54,0.16,0.01,20,0.08,0.36,2.88,8124,10.96,11.04,10.97,12.02,4664476,-5416,132.33,741.92,-0.01,0,52.43,0.95,-0.91,167022.97,-625887.96,-0.36,0.83
20051128,11.05,11.01,11.02,11.11,11.85,12.64,13.86,14.42,14.9,52.32,47.01,-4.18,1.31,-2.86,-4.18,-0.18,-0.25,0.06,0.85,1.42,0.73,0.32,0.55,-0.38,0.41,-0.05,0,-0.1,-0.04,-0.3,11.01,-1.1,52.94,50,18.67,564.58,-9.65,19.98,574.22,58.33,54.17,-20.26,13.38,-46.36,66.67,-124.78,0.15,0.3,0.31,0.01,24,100.45,-0.9,0.37,-7.21,-31.06,0.42,-47.44,0.05,-0.15,40,0.07,0.7,2.88,8366,10.97,11.01,10.99,12,4672842,-2788.67,147.97,757.1,0,0,41.74,0.96,-1.29,167099.37,-623099.3,-0.35,3.12
20051129,11.1,11.04,11.03,11.11,11.83,12.62,13.84,14.39,14.88,55.59,48.49,0.56,1.06,5.3,0.56,-0.16,-0.23,0.07,0.85,1.42,0.73,0.73,0.89,-0.38,0,0.05,-0.05,-0.05,0,0.05,11.02,-0.15,41.67,53.57,20,564.9,-9.61,19.25,574.51,58.33,58.33,63.57,63.64,-33.31,50,-124.78,0.35,0.3,0.3,0.01,23.99,102.3,-1.77,0.04,-5.65,-28.74,0.46,-47.39,0.03,-0.17,41.67,0.07,0.67,23.99,21971,11.02,11.02,11,11.98,4694813,-21971,160.27,1979.37,0.03,-0.01,68.5,0.96,-0.91,167198.78,-623099.3,0.83,127.64
20051130,11.7,11.26,11.15,11.16,11.82,12.6,13.82,14.38,14.87,77.64,62.29,1.61,1.24,2.65,1.61,-0.1,-0.21,0.11,0.85,1.42,4.74,5.6,5.95,-1.4,-0.85,0.55,0.55,-0.75,0.09,0.6,11.08,0.4,85,90,36,565.21,-9.61,19.69,574.82,58.33,62.5,215.99,166.64,-1.88,85.71,-124.07,0.7,0.34,0.34,0.6,24.04,106.85,3.08,0.51,0.3,-25.39,0.43,-46.79,0.08,-0.02,85,0.09,0.77,42.5,38870,11.17,11.08,11.04,11.95,4733683,22211.43,205.9,3322.22,0.04,-0.01,86.84,1.02,-1.29,169299.86,-595335.01,3.98,199.36
20051201,11.3,11.27,11.18,11.18,11.81,12.58,13.8,14.36,14.85,55.57,52.13,9.97,4.15,18.33,9.97,-0.08,-0.18,0.1,0.85,1.42,0.71,1.66,2.15,-1.55,-0.95,0.15,-1.15,-0.25,0.11,0.35,11.12,0.3,45,63.33,25.33,565.55,-9.6,20.09,575.15,58.33,62.5,124.82,123.32,-11.01,5.56,-124.96,0.45,0.37,0.35,0.21,24.12,102.26,2.26,0.78,5.09,-22.13,0.41,-47.19,0.1,0.07,45,0.09,0.46,42.5,15057,11.22,11.12,11.06,11.92,4718626,-11711,246.33,1332.48,-0.01,-0.01,77.59,0.96,-0.94,168785.1,-608719.01,1.29,7.87
20051202,11.25,11.27,11.19,11.18,11.79,12.56,13.78,14.33,14.83,53.29,51,14.98,7.76,20,14.98,-0.07,-0.16,0.09,0.85,1.42,-0.27,1.17,1.53,-1.68,-1.44,-1.2,-0.3,-0.15,0.16,0.05,11.12,-0.25,40,60,24,565.89,-9.61,19.84,575.5,50,58.33,80.46,97.69,-16.86,20,-125.56,0.5,0.42,0.37,0.17,24.3,102.74,1.35,0.87,8.39,-19.11,0.42,-47.54,0.08,0.15,40,0.09,0.44,28.06,17250,11.28,11.12,11.08,11.89,4701376,-6900,231.48,1533.33,-0.04,-0.01,63.33,1.01,-1.29,168708.77,-619069.01,2.11,24.53
20051205,11.55,11.36,11.26,11.22,11.78,12.54,13.76,14.32,14.81,63.92,57.11,4.99,6.84,-5,4.99,-0.03,-0.13,0.1,0.85,1.42,1.49,3.36,3.75,-0.37,-1.86,0,0.15,0.15,0.21,0.55,11.18,0.05,70,80,32,566.25,-9.6,19.61,575.85,58.33,58.33,114.46,127.34,3.44,91.67,-124.72,0.3,0.41,0.36,0.51,24.48,104.52,5.48,1.58,12.63,-15.83,0.37,-47.24,0.09,0.32,70,0.08,0.74,28.06,20125,11.38,11.18,11.13,11.86,4721501,20125,271.75,1742.42,0.01,-0.01,73.52,0.98,-0.94,169245.43,-602298.18,2.78,33.07
20051206,11.4,11.37,11.28,11.23,11.77,12.52,13.74,14.3,14.79,56.24,53.47,-1.19,4.16,-7.37,-1.19,-0.02,-0.11,0.09,0.85,1.42,-0.35,1.51,2.08,-0.15,-1.86,0,0,-0.1,0.21,0.55,11.23,0.4,55,70,32.31,566.62,-9.58,19.4,576.2,50,54.17,79.37,105.22,4.61,37.5,-124.97,0.4,0.43,0.37,0.39,24.64,102.7,1.79,1.61,15.76,-12.75,0.32,-47.44,0.13,0.42,52.63,0.08,0.48,28.06,18385,11.44,11.23,11.17,11.84,4703116,0,209.56,1612.72,0,0,61.63,1.01,-1.3,169006.67,-606894.43,0,12.78
20051207,11.1,11.28,11.25,11.22,11.75,12.5,13.72,14.28,14.77,43.66,46.95,9.93,6.09,21.05,9.93,-0.03,-0.09,0.07,0.85,1.42,-1.94,-1.29,-0.6,0.29,-0.65,-0.3,-0.4,0.15,0.07,0.15,11.24,0.3,25,50,26.79,566.99,-9.57,18.75,576.56,50,54.17,-1.95,38.29,-18.43,0,-125.97,0.3,0.44,0.37,0.08,24.77,94.87,0.91,1.5,15.73,-10.42,0.33,-47.74,0.15,0.33,21.05,0.08,0.29,17.2,19282,11.32,11.24,11.17,11.81,4683834,-19282,166.16,1737.12,-0.02,0,46.18,0.96,-0.94,168499.25,-626176.43,1.6,8.36
20051208,11.2,11.25,11.24,11.22,11.73,12.48,13.7,14.26,14.75,48.29,49.2,6.73,6.3,3.53,6.73,-0.03,-0.08,0.05,0.85,1.42,-0.88,-0.53,0.27,0.59,-0.35,-0.3,0.25,0.35,0.04,0.15,11.26,0.25,35,56.67,30.36,567.35,-9.56,18.49,576.91,58.33,58.33,28.84,61.11,1.18,35.71,-126.26,0.35,0.44,0.37,0.12,24.93,99.12,3.23,1.77,14.68,-8.5,0.32,-47.64,0.18,0.29,23.53,0.08,0.44,24.33,21528,11.3,11.26,11.17,11.78,4705362,-15377.14,175.64,1922.14,0.01,0,37.39,1.02,-1.3,168693.19,-632327.28,2.26,13.93
20051209,11.3,11.27,11.25,11.23,11.71,12.46,13.68,14.24,14.73,52.93,51.45,-8.3,1.43,-23.33,-8.3,-0.02,-0.07,0.05,0.85,1.42,-0.09,0.04,1.16,0.89,-0.13,0.35,0.45,0.1,0.02,0.35,11.29,0.7,45,63.33,37.25,567.71,-9.54,18.26,577.25,58.33,62.5,17.65,51.35,6,37.5,-126.51,0.2,0.36,0.35,0.19,25,100.44,3.2,1.99,13.82,-6.75,0.28,-47.49,0.25,0.35,26.67,0.08,0.61,24.33,12253,11.31,11.29,11.17,11.75,4717615,6126.5,189.63,1084.34,-0.01,0,38.42,0.96,-0.93,168802.59,-635390.53,1.81,-36.54
20051212,11.15,11.23,11.23,11.22,11.7,12.44,13.66,14.22,14.71,45.57,47.97,-0.82,0.68,6.67,-0.82,-0.03,-0.06,0.03,0.85,1.42,-0.71,-1.37,-0.09,0.59,0.66,0.3,-0.05,-0.05,-0.07,0.1,11.31,0.4,30,53.33,32.65,568.07,-9.52,18.05,577.59,50,58.33,-12.89,29.98,3.67,12.5,-127.26,0.2,0.33,0.35,0.03,24.9,96.54,0.9,1.82,11.96,-5.43,0.27,-47.69,0.29,0.26,6.67,0.07,0.27,24.33,7452,11.23,11.31,11.16,11.73,4710163,-7452,181.23,668.34,0,0,42.24,1.02,-1.32,168703.67,-640979.53,-0.29,-61.22
20051213,11.35,11.27,11.25,11.23,11.68,12.42,13.64,14.2,14.69,55.47,52.63,-8.15,-2.26,-15.48,-8.15,-0.01,-0.05,0.04,0.85,1.42,1.16,0.18,1.57,-0.15,0.98,0.15,0.15,-0.15,-0.11,0.25,11.33,0.2,47.37,66.67,43.48,568.44,-9.5,18.42,577.94,58.33,58.33,41.03,74.71,45.07,58.33,-127.09,0.3,0.31,0.36,0.17,24.81,99.56,3.65,2.1,11.1,-4.11,0.21,-47.49,0.31,0.2,41.67,0.07,0.71,35.72,19176,11.22,11.33,11.17,11.71,4729339,0,212.83,1689.52,0.02,0.01,41.58,0.98,-0.93,169047.64,-637783.53,1.36,1.26
20051214,11.6,11.38,11.32,11.27,11.68,12.41,13.62,14.18,14.67,65.02,57.78,-2.97,-2.5,2.2,-2.97,0.02,-0.04,0.05,0.85,1.42,2.47,2.47,3.57,-0.75,0,0.4,0.1,-0.3,0,-0.1,11.32,-0.7,73.68,83.33,64.1,568.83,-9.47,19.69,578.29,58.33,58.33,133.33,144.28,110.25,75,-126.59,0.5,0.34,0.38,0.37,24.77,104.5,4.98,2.54,12.51,-2.4,0.19,-47.19,0.24,0.15,71.43,0.08,0.72,51.83,38901,11.32,11.32,11.2,11.69,4768240,7780.2,237.98,3353.53,0.03,0,67.54,1.05,-1.32,169904.49,-618333.03,3.65,105.38
20051215,11.6,11.45,11.37,11.3,11.68,12.39,13.61,14.16,14.66,65.02,57.78,1.08,-1.31,5.13,1.08,0.04,-0.02,0.06,0.85,1.42,1.75,2.2,3.27,-1.33,-0.45,0.1,-0.3,-0.45,0.05,0.3,11.35,-0.05,70.59,83.33,83.33,569.23,-9.42,21,578.65,50,54.17,149.53,169.61,138.76,28.57,-127.02,0.35,0.33,0.38,0.36,24.82,103.57,4.5,2.85,14.83,-0.5,0.17,-47.19,0.23,0.18,66.67,0.08,0.67,53.97,18165,11.4,11.35,11.23,11.67,4768240,-7785,217.05,1565.95,0.02,0.01,83.51,0.98,-0.93,169904.49,-626118.03,-0.17,-5.64
20051216,11.5,11.47,11.39,11.32,11.67,12.38,13.59,14.14,14.64,57.87,54.94,9.02,2.14,16.97,9.02,0.05,-0.01,0.06,0.85,1.42,0.52,1.1,2.24,-1.31,-0.57,-0.4,-0.55,-0.15,0.07,0.25,11.38,0.2,53.33,72,76.67,569.64,-9.39,22.22,579.02,41.67,50,107.41,142.43,123.82,33.33,-127.36,0.3,0.33,0.39,0.24,24.85,101.77,-1.71,2.14,16.56,1.27,0.18,-47.49,0.25,0.16,53.33,0.09,0.45,53.97,20364,11.44,11.38,11.25,11.66,4747876,-20364,176.55,1770.78,0,0.01,65.76,1.04,-1.32,169728.94,-632906.03,-0.48,4.09
20051220,11.65,11.53,11.44,11.35,11.67,12.37,13.57,14.13,14.62,64.83,58.3,19.75,8.01,30.48,19.75,0.07,0.01,0.06,0.85,1.42,0.95,2.33,3.28,-0.95,-1.37,-0.4,0,-0.05,0.15,0.1,11.39,-0.45,73.33,80,86.67,570.03,-9.35,23.35,579.38,50,54.17,112.24,149,132.76,25,-127.86,0.1,0.3,0.37,0.36,24.83,104.48,3.1,2.29,18.71,3.13,0.18,-47.34,0.21,0.16,73.33,0.09,0.78,53.97,8681,11.54,11.39,11.28,11.64,4756557,0,174.18,745.15,0,0,75.4,0.98,-0.92,169842.17,-637246.53,-0.42,-52.87
20051221,12.3,11.79,11.6,11.44,11.69,12.37,13.56,14.12,14.61,81.08,69.16,9.87,8.63,0,9.87,0.13,0.03,0.1,0.85,1.42,4.86,7.19,8.35,-1.34,-2.33,0.65,0.6,-0.7,0.26,0.9,11.48,0.35,100,100,100,570.41,-9.3,25.76,579.71,58.33,54.17,247.77,280.79,243.84,100,-126.86,0.45,0.36,0.36,1,24.87,108.37,9.33,3.37,25.06,6.03,0.24,-46.69,0.24,0.29,100,0.11,0.76,73.4,45362,11.73,11.48,11.35,11.63,4801919,45362,200.83,3687.97,0.04,0,86.64,1.09,-1.32,172373.09,-591884.53,1.63,114.82
20051222,12,11.86,11.67,11.49,11.7,12.36,13.55,14.1,14.6,64.56,61.14,14.2,10.49,18.52,14.2,0.16,0.06,0.1,0.85,1.43,1.61,3.76,5.22,-1.77,-2.15,0.3,-1,-0.5,0.24,0.9,11.57,0.75,64.29,69.7,76.74,570.8,-9.25,28.3,580.05,50,54.17,181.07,235.87,230.99,5,-127.76,0.5,0.41,0.37,0.67,25,103.45,3.9,3.45,30.71,9,0.23,-47.19,0.32,0.49,62.96,0.12,0.53,76.99,29647,11.81,11.57,11.41,11.62,4772272,-29647,172.59,2470.58,0.03,0.01,87.64,0.98,-0.94,171650,-618566.83,0.47,33.83
20051223,12.05,11.92,11.74,11.55,11.71,12.35,13.54,14.09,14.58,65.95,61.94,25.05,15.34,35.9,25.05,0.18,0.08,0.1,0.85,1.43,1.26,3.43,5.19,-2.24,-2.17,-0.95,-0.45,-0.4,0.25,0.85,11.65,0.7,67.86,72.73,79.07,571.18,-9.2,29.8,580.38,58.33,54.17,114.83,166.73,185.39,58.33,-127.59,0.3,0.4,0.35,0.73,25.08,103.88,5.7,3.8,35.5,11.97,0.23,-46.99,0.39,0.6,66.67,0.12,0.58,59.07,19342,11.9,11.65,11.46,11.61,4791614,6447.33,181.01,1605.15,-0.04,0.01,72.32,1.09,-1.31,171730.59,-615343.17,0.05,-11.82
20051226,12,11.95,11.79,11.59,11.72,12.35,13.52,14.07,14.57,62.99,60.58,31.75,20.81,38.46,31.75,0.19,0.1,0.09,0.85,1.43,0,2.39,4.28,-0.84,-2.39,-0.5,-0.45,0.3,0.28,0.7,11.72,0.35,64.29,69.7,76.74,571.55,-9.15,31.2,580.7,58.33,54.17,95.34,147.55,171.39,40,-127.79,0.25,0.36,0.35,0.65,25.1,104.35,8.11,4.46,38.74,14.68,0.25,-47.14,0.43,0.69,61.54,0.12,0.45,59.07,12215,12,11.72,11.51,11.58,4779399,-2443,173.7,1017.92,0.01,0.01,62.21,0.98,-0.95,171679.9,-617786.17,-0.37,-44.3
20051227,12,11.97,11.82,11.63,11.73,12.34,13.51,14.06,14.55,62.99,60.58,26.29,22.64,20.83,26.29,0.2,0.12,0.08,0.85,1.43,-0.58,1.65,3.85,-0.14,-2.23,-0.45,0.3,0,0.27,0.85,11.8,0.75,64.29,69.7,76.74,571.92,-9.1,32.69,581.01,50,54.17,89.68,141.66,169.76,50,-127.79,0.3,0.36,0.34,0.63,25.04,103,7.14,4.88,40.54,17.1,0.26,-47.14,0.5,0.84,58.33,0.12,0.47,62.22,12364,12.07,11.8,11.56,11.55,4779399,-8242.67,160.79,1030.33,0.02,0.01,75.4,1.09,-1.31,171679.9,-617786.17,-0.43,-44.86
20051228,11.6,11.84,11.78,11.63,11.73,12.33,13.49,14.04,14.54,41.52,50.08,11.48,18.92,-3.33,11.48,0.17,0.13,0.04,0.85,1.43,-2.77,-1.94,0.17,1.02,-0.82,-0.1,-0.4,0.45,0.1,0.25,11.83,0,33.33,45.45,58.14,572.27,-9.07,31.82,581.34,41.67,50,-1.99,52.19,84.72,16.67,-128.46,0.45,0.39,0.36,0.21,25.1,94.31,2.65,4.53,38.38,18.5,0.24,-47.54,0.5,0.71,10,0.11,0.23,17.16,20637,11.93,11.83,11.58,11.52,4758762,-11465,149.62,1779.05,-0.08,0,63.11,0.94,-0.95,170992,-631544.17,0.68,-8.56
20051229,11.65,11.78,11.76,11.63,11.73,12.32,13.48,14.03,14.52,44.36,51.23,3.24,13.69,-5,3.24,0.15,0.14,0.01,0.85,1.43,-1.77,-1.56,0.63,1.11,-0.21,-0.35,0.5,0.35,0.03,0.05,11.83,0.15,37.04,48.48,60.47,572.61,-9.04,31.01,581.65,50,50,-21.21,37.68,69.87,33.33,-128.79,0.15,0.38,0.34,0.18,25.13,97.08,4.48,4.53,34.45,19.23,0.24,-47.44,0.51,0.54,15,0.11,0.39,17.16,14786,11.86,11.83,11.58,11.48,4773548,4928.67,163.05,1269.18,-0.01,0,39.16,1.09,-1.31,171055.74,-636472.83,0.98,-26.64
20051230,11.75,11.77,11.76,11.64,11.73,12.31,13.47,14.01,14.51,50.18,53.57,-13.66,4.58,-30.56,-13.66,0.14,0.14,0,0.85,1.43,-0.42,-0.84,1.29,1.49,0.42,0.6,0.45,0.25,-0.05,0.15,11.85,-0.15,44.44,54.55,65.12,572.96,-9,30.92,581.97,50,54.17,8.27,65.52,96.74,58.33,-128.62,0.3,0.33,0.35,0.18,25.12,97.51,3.52,4.37,30.44,19.59,0.25,-47.34,0.5,0.4,25,0.11,0.55,30.42,16551,11.8,11.85,11.6,11.45,4790099,-5517,169.69,1408.6,0.03,0,30.29,0.95,-0.95,171197.81,-633714.33,-0.14,-17.22
20060102,11.45,11.66,11.7,11.62,11.72,12.3,13.45,14,14.49,36.46,46.3,-9.1,0.02,-4.55,-9.1,0.11,0.13,-0.02,0.85,1.43,-2.05,-3.33,-1.38,1.05,1.28,0.15,-0.05,0.15,-0.15,-0.05,11.85,-0.3,19.23,36.36,51.16,573.31,-8.98,29.8,582.3,41.67,50,-73.46,5.5,40.1,35.71,-128.91,0.35,0.31,0.36,-0.2,25.13,95.42,-1.29,3.5,24.48,19.15,0.24,-47.64,0.47,0.25,4.55,0.11,0.21,10.73,10290,11.69,11.85,11.61,11.41,4779809,-7350,155.27,898.69,-0.08,0,33.65,1.09,-1.33,170935.08,-636654.33,-0.74,-45.81
20060103,11.65,11.66,11.69,11.62,11.71,12.28,13.43,13.98,14.47,47.86,51.12,-15.91,-5.29,-22.73,-15.91,0.1,0.12,-0.03,0.85,1.43,0.26,-1.65,0.3,0.57,1.9,0.15,0.35,0,-0.22,0,11.84,-0.1,29.17,46.88,60.47,573.66,-8.97,28.76,582.62,50,50,-57.85,20.81,55.05,83.33,-128.24,0.3,0.31,0.35,-0.07,25.22,97.08,0.43,3.03,19.34,18.49,0.23,-47.44,0.46,0.08,22.73,0.11,0.56,10.73,14597,11.62,11.84,11.61,11.39,4794406,4865.67,169.91,1252.96,0.01,0,49.14,0.97,-0.95,171190.05,-626923,-0.2,-25.45
20060104,11.5,11.61,11.66,11.61,11.71,12.27,13.42,13.96,14.46,41.21,47.62,-13.19,-7.92,-10.46,-13.19,0.07,0.11,-0.04,0.85,1.43,-0.86,-2.25,-1.03,0.57,1.39,0.2,-0.15,0.25,-0.16,-0.8,11.76,-1.7,9.09,37.5,53.49,573.99,-8.96,28.09,582.95,50,45.83,-64.56,12.51,48.43,18.75,-128.87,0.4,0.33,0.35,-0.3,25.28,99.14,0,2.56,13.96,17.43,0.23,-47.79,0.29,-0.13,11.76,0.11,0.32,16.92,17455,11.6,11.76,11.62,11.37,4776951,-13091.25,151.21,1517.83,0.01,0,33.18,1.08,-1.33,170965.31,-637832.38,-0.14,3.97
20060105,11.75,11.65,11.67,11.63,11.71,12.26,13.4,13.95,14.44,54,53.42,-23.5,-13.12,-33.82,-23.5,0.08,0.11,-0.03,0.85,1.43,1.12,0.09,0.84,-0.07,1.03,0.1,0.5,-0.3,-0.12,-0.25,11.74,-1.15,31.82,50,65.12,574.31,-8.95,27.48,583.26,50,50,-33.47,35.13,66.88,70,-128.47,0.25,0.33,0.34,-0.08,25.08,100.86,0.86,2.3,10.63,16.52,0.21,-47.54,0.17,-0.19,41.18,0.1,0.73,16.92,21039,11.62,11.74,11.65,11.34,4797990,12623.4,150.75,1790.55,0,0,55.33,0.99,-0.95,171422.68,-629416.78,1.42,32.09
20060106,11.8,11.7,11.7,11.64,11.71,12.26,13.39,13.93,14.43,56.28,54.52,-11.56,-12.6,0.39,-11.56,0.08,0.1,-0.02,0.85,1.43,1.46,0.73,1.01,-0.29,0.74,0.55,-0.25,-0.15,-0.09,-0.25,11.72,-1.1,36.36,50,63.16,574.65,-8.93,27.98,583.59,50,54.17,31.16,91.6,110.92,50,-128.47,0.45,0.32,0.35,-0.03,24.96,100.43,-4.07,1.32,8.94,15.82,0.19,-47.49,0.07,-0.27,47.06,0.09,0.64,38.12,35653,11.63,11.72,11.68,11.33,4833643,-27730.11,149.17,3021.44,0.04,0,76.33,1.08,-1.33,171574.39,-629416.78,-0.21,103.05
20060109,11.95,11.79,11.74,11.67,11.72,12.25,13.38,13.92,14.41,62.91,57.78,-2.17,-9.12,7.21,-2.17,0.1,0.1,0,0.85,1.43,1.88,2.05,2.01,-1.3,-0.17,-0.1,0,-0.45,0.02,-0.05,11.71,-0.75,50,60.71,66.67,575.01,-8.91,28.45,583.92,58.33,54.17,50.7,107.27,122.99,50,-128.47,0.25,0.35,0.36,0.1,24.76,104.37,-0.42,1.05,9.21,15.49,0.2,-47.34,-0.01,-0.27,68.75,0.09,0.83,38.12,22722,11.73,11.71,11.72,11.32,4856365,-13633.2,173.17,1901.42,0.01,0,77.61,0.99,-0.93,171863.23,-629416.78,-0.23,22.1
